1765281356	0	1765281359
1765281359	1	1765281372
1765281372	2	1765281387
1765281387	3	1765281402
1765281402	4	1765281417
1765281417	5	1765281432
1765281432	6	1765281447
1765281447	7	1765281462
1765281462	8	1765281477
1765281477	9	1765281492
1765281492	10	1765282157
1765282157	9	1765282164
1765282164	8	1765282199
1765282199	7	1765282242
1765282242	6	1765282289
1765282289	5	1765282315
1765282315	4	1765282322
1765282322	3	1765282335
1765282335	2	1765282336
1765282336	1	1765282434
